time	V(out)
5.067354999875537e-003	-7.093498e-001
5.082979999875537e-003	-8.603734e-001
5.098604999875537e-003	-1.003115e+000
5.114229999875537e-003	-1.136199e+000
5.129854999875537e-003	-1.258343e+000
5.145479999875537e-003	-1.368371e+000
5.161104999875537e-003	-1.465222e+000
5.176729999875537e-003	-1.547964e+000
5.192354999875537e-003	-1.615798e+000
5.207979999875537e-003	-1.668073e+000
5.223604999875537e-003	-1.704283e+000
5.239229999875537e-003	-1.724079e+000
5.254854999875537e-003	-1.727272e+000
5.270479999875537e-003	-1.713829e+000
5.286104999875537e-003	-1.683881e+000
5.301729999875537e-003	-1.637715e+000
5.317354999875537e-003	-1.575776e+000
5.332979999875537e-003	-1.498661e+000
5.348604999875537e-003	-1.407113e+000
5.364229999875537e-003	-1.302014e+000
5.379854999875537e-003	-1.184376e+000
5.395479999875537e-003	-1.055333e+000
5.411104999875537e-003	-9.161279e-001
5.426729999875537e-003	-7.681026e-001
5.442354999875537e-003	-6.126832e-001
5.457979999875537e-003	-4.513671e-001
5.473604999875537e-003	-2.857080e-001
5.489229999875537e-003	-1.173020e-001
5.504854999875537e-003	5.222741e-002
5.520479999875537e-003	2.212472e-001
5.536104999875537e-003	3.881305e-001
5.551729999875537e-003	5.512702e-001
5.567354999875538e-003	7.090948e-001
5.582979999875538e-003	8.600847e-001
5.598604999875538e-003	1.002786e+000
5.614229999875538e-003	1.135826e+000
5.629854999875538e-003	1.257923e+000
5.645479999875538e-003	1.367902e+000
5.661104999875538e-003	1.464706e+000
5.676729999875538e-003	1.547403e+000
5.692354999875538e-003	1.615197e+000
5.707979999875538e-003	1.667437e+000
5.723604999875538e-003	1.703619e+000
5.739229999875538e-003	1.723397e+000
5.754854999875538e-003	1.726579e+000
5.770479999875538e-003	1.713136e+000
5.786104999875538e-003	1.683197e+000
5.801729999875538e-003	1.637049e+000
5.817354999875538e-003	1.575137e+000
5.832979999875538e-003	1.498057e+000
5.848604999875538e-003	1.406549e+000
5.864229999875538e-003	1.301495e+000
5.879854999875538e-003	1.183905e+000
5.895479999875538e-003	1.054910e+000
5.911104999875538e-003	9.157532e-001
5.926729999875538e-003	7.677728e-001
5.942354999875538e-003	6.123937e-001
